ID,Name,Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
12798400,2017 Toyota RAV4 GXL (2WD) ZSA42R MY17,17000,Toyota,RAV4,GXL (2WD),ZSA42R MY17,2017,80500,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12798414,2021 Toyota RAV4 GXL (2WD) Mxaa52R,43990,Toyota,RAV4,GXL (2WD),Mxaa52R,2021,41250,Wagon,Automatic,Unleaded Petrol, Used,1987,Blue,5
12798955,2017 Toyota RAV4 GXL (2WD) ZSA42R MY17,30000,Toyota,RAV4,GXL (2WD),ZSA42R MY17,2017,112893,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12799801,2020 Toyota RAV4 GX 2WD Hybrid Axah52R,46990,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2020,100521,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Silver,5
12800060,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,33990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,51695,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12800138,2013 Toyota RAV4 GX (4X4) ALA49R,24990,Toyota,RAV4,GX (4X4),ALA49R,2013,167799,Wagon,Automatic,Diesel, Used,2231,Silver,5
12800397,2020 Toyota RAV4 GXL (2WD) Mxaa52R,40888,Toyota,RAV4,GXL (2WD),Mxaa52R,2020,57649,Wagon,Automatic,Unleaded Petrol, Used,1987,Blue,5
12800553,2004 Toyota RAV4 Cruiser (4X4) ACA23R,6750,Toyota,RAV4,Cruiser (4X4),ACA23R,2004,284860,Wagon,Automatic,Unleaded Petrol, Used,2362,Silver,5
12801663,2017 Toyota RAV4 GX (4X4) ASA44R MY17,26990,Toyota,RAV4,GX (4X4),ASA44R MY17,2017,113721,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12802763,2019 Toyota RAV4 Cruiser AWD Hybrid Axah54R,49990,Toyota,RAV4,Cruiser AWD Hybrid,Axah54R,2019,74072,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Silver,5
12802790,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,49990,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,86531,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Oak,5
12802863,2019 Toyota RAV4 GX 2WD Hybrid Axah52R,47888,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2019,55349,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Grey,5
12803085,2018 Toyota RAV4 GX (4X4) ASA44R MY18,32990,Toyota,RAV4,GX (4X4),ASA44R MY18,2018,63173,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12803087,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,31990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,59475,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12803822,2014 Toyota RAV4 GX (2WD) ZSA42R MY14 Upgrade,22990,Toyota,RAV4,GX (2WD),ZSA42R MY14 Upgrade,2014,153681,Wagon,Automatic,Unleaded Petrol, Used,1987,Black,5
12804945,2017 Toyota RAV4 GX (4X4) ALA49R MY17,27800,Toyota,RAV4,GX (4X4),ALA49R MY17,2017,158147,Wagon,Automatic,Diesel, Used,2231,White,5
12806127,2019 Toyota RAV4 Edge AWD Axaa54R,45990,Toyota,RAV4,Edge AWD,Axaa54R,2019,59696,Wagon,Automatic,Unleaded Petrol, Used,2487,Red,5
12807362,2017 Toyota RAV4 GX (2WD) ZSA42R MY17,29990,Toyota,RAV4,GX (2WD),ZSA42R MY17,2017,116000,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12807427,2010 Toyota RAV4 CV (2WD) ACA38R,12999,Toyota,RAV4,CV (2WD),ACA38R,2010,207018,Wagon,Automatic,Unleaded Petrol, Used,2362,Blue,5
12808397,2008 Toyota RAV4 CV (4X4) ACA33R,10999,Toyota,RAV4,CV (4X4),ACA33R,2008,206099,Wagon,Automatic,Unleaded Petrol, Used,2362,Black,5
12810239,2016 Toyota RAV4 GX (2WD) ZSA42R MY16,22992,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,140241,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12811588,2003 Toyota RAV4 Cruiser (4X4) ACA21R,5499,Toyota,RAV4,Cruiser (4X4),ACA21R,2003,310327,Wagon,Manual,Unleaded Petrol, Used,1998,Black,5
12811608,2019 Toyota RAV4 GXL (2WD) Mxaa52R,41990,Toyota,RAV4,GXL (2WD),Mxaa52R,2019,57062,Wagon,Automatic,Unleaded Petrol, Used,1987,Silver,5
12812131,2022 Toyota RAV4 GX (awd) Hybrid Axah54R,58990,Toyota,RAV4,GX (awd) Hybrid,Axah54R,2022,54,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12812317,2022 Toyota RAV4 GX (awd) Hybrid Axah54R,56890,Toyota,RAV4,GX (awd) Hybrid,Axah54R,2022,10,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12812913,2018 Toyota RAV4 Cruiser (4X4) ASA44R MY18,42000,Toyota,RAV4,Cruiser (4X4),ASA44R MY18,2018,61250,Wagon,Automatic,Unleaded Petrol, Used,2494,Crystal,5
12813016,2022 Toyota RAV4 GXL (2WD) Mxaa52R,49888,Toyota,RAV4,GXL (2WD),Mxaa52R,2022,14,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12813054,2019 Toyota RAV4 GX (2WD) Mxaa52R,39990,Toyota,RAV4,GX (2WD),Mxaa52R,2019,48887,Wagon,Automatic,Unleaded Petrol, Used,1987,Silver,5
12813904,2018 Toyota RAV4 GXL (4X4) ASA44R MY18,41990,Toyota,RAV4,GXL (4X4),ASA44R MY18,2018,52250,Wagon,Automatic,Unleaded Petrol, Used,2494,Silver,5
12814468,2017 Toyota RAV4 GXL (4X4) ASA44R MY17,36987,Toyota,RAV4,GXL (4X4),ASA44R MY17,2017,71524,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12814957,2016 Toyota RAV4 GX (2WD) ZSA42R MY16,24990,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,141940,Wagon,Automatic,Unleaded Petrol, Used,1987,Blue,5
12815069,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,53888,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,31391,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Blue,5
12815446,2013 Toyota RAV4 GXL (4X4) ALA49R,19999,Toyota,RAV4,GXL (4X4),ALA49R,2013,204452,Wagon,Automatic,Diesel, Used,2231,Grey,5
12815732,2016 Toyota RAV4 GX (4X4) ASA44R MY16,23888,Toyota,RAV4,GX (4X4),ASA44R MY16,2016,169424,Wagon,Automatic,Unleaded Petrol, Used,2494,Silver,5
12816382,2016 Toyota RAV4 GX (4X4) ASA44R MY16,29995,Toyota,RAV4,GX (4X4),ASA44R MY16,2016,80587,Wagon,Automatic,Unleaded Petrol, Used,2494,Silver,5
12817670,2021 Toyota RAV4 Cruiser (awd) Hybrid Axah54R,60990,Toyota,RAV4,Cruiser (awd) Hybrid,Axah54R,2021,27809,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Black,5
12817881,2007 Toyota RAV4 Cruiser (4X4) ACA33R,9990,Toyota,RAV4,Cruiser (4X4),ACA33R,2007,312712,Wagon,Automatic,Unleaded Petrol, Used,2362,Red,5
12817912,2015 Toyota RAV4 Cruiser (4X4) ALA49R MY14 Upgrade,36495,Toyota,RAV4,Cruiser (4X4),ALA49R MY14 Upgrade,2015,67663,Wagon,Automatic,Diesel, Used,2231,Black,5
12818246,2020 Toyota RAV4 Edge (awd) (panoramic Sunroof) Axaa54R,56000,Toyota,RAV4,Edge (awd) (panoramic Sunroof),Axaa54R,2020,36620,Wagon,Automatic,Unleaded Petrol, Used,2487,Jungle,5
12818324,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,56990,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,39026,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Silver,5
12818949,2020 Toyota RAV4 Cruiser (2WD) Mxaa52R,47990,Toyota,RAV4,Cruiser (2WD),Mxaa52R,2020,20599,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12819117,2019 Toyota RAV4 GX (2WD) Mxaa52R,39990,Toyota,RAV4,GX (2WD),Mxaa52R,2019,56654,Wagon,Automatic,Unleaded Petrol, Used,1987,Blue,5
12819118,2021 Toyota RAV4 Cruiser (awd) Hybrid Axah54R,61990,Toyota,RAV4,Cruiser (awd) Hybrid,Axah54R,2021,21030,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Grey,5
12819188,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,56500,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,38077,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Blue,5
12819191,2019 Toyota RAV4 Cruiser AWD Hybrid Axah54R,55990,Toyota,RAV4,Cruiser AWD Hybrid,Axah54R,2019,64830,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12819953,2015 Toyota RAV4 Cruiser (4X4) ALA49R MY14 Upgrade,27888,Toyota,RAV4,Cruiser (4X4),ALA49R MY14 Upgrade,2015,191134,Wagon,Automatic,Diesel, Used,2231,White,5
12820765,2006 Toyota RAV4 Cruiser (4X4) ACA33R,13990,Toyota,RAV4,Cruiser (4X4),ACA33R,2006,198124,Wagon,Automatic,Unleaded Petrol, Used,2362,Red,5
12820925,2018 Toyota RAV4 Cruiser (4X4) ASA44R MY18,41910,Toyota,RAV4,Cruiser (4X4),ASA44R MY18,2018,20715,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12821518,2020 Toyota RAV4 GXL AWD Hybrid Axah54R,53889,Toyota,RAV4,GXL AWD Hybrid,Axah54R,2020,48573,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12821983,2020 Toyota RAV4 Cruiser (2WD) Hybrid Axah52R,56990,Toyota,RAV4,Cruiser (2WD) Hybrid,Axah52R,2020,39685,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Grey,5
12822540,2019 Toyota RAV4 GX (2WD) Mxaa52R,38888,Toyota,RAV4,GX (2WD),Mxaa52R,2019,111972,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12823125,2002 Toyota RAV4 Edge (4X4) ACA20R,15888,Toyota,RAV4,Edge (4X4),ACA20R,2002,98572,Wagon,Automatic,Unleaded Petrol, Used,1998,Silver,4
12823136,2003 Toyota RAV4 Extreme ACA21R,9999,Toyota,RAV4,Extreme,ACA21R,2003,198703,Wagon,Automatic,Unleaded Petrol, Used,1998,Black,5
12823435,2018 Toyota RAV4 GXL (4X4) ASA44R MY18,40987,Toyota,RAV4,GXL (4X4),ASA44R MY18,2018,54808,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12823811,2018 Toyota RAV4 GXL (4X4) ASA44R MY18,36910,Toyota,RAV4,GXL (4X4),ASA44R MY18,2018,62259,Wagon,Automatic,Unleaded Petrol, Used,2494,Silver,5
12823975,2013 Toyota RAV4 GX (2WD) ZSA42R,15888,Toyota,RAV4,GX (2WD),ZSA42R,2013,252383,Wagon,Automatic,Unleaded Petrol, Used,1987,Black,5
12824922,2020 Toyota RAV4 Cruiser AWD Hybrid Axah54R,58500,Toyota,RAV4,Cruiser AWD Hybrid,Axah54R,2020,57575,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Grey,5
12825037,2016 Toyota RAV4 GXL (4X4) ALA49R MY16,33888,Toyota,RAV4,GXL (4X4),ALA49R MY16,2016,83917,Wagon,Automatic,Diesel, Used,2231,Grey,5
12825297,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,35777,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,30456,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12825306,2022 Toyota RAV4 GX (2WD) Hybrid Axah52R,54995,Toyota,RAV4,GX (2WD) Hybrid,Axah52R,2022,30,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12825761,2015 Toyota RAV4 GX (2WD) ZSA42R MY14 Upgrade,19950,Toyota,RAV4,GX (2WD),ZSA42R MY14 Upgrade,2015,162728,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12826048,2012 Toyota RAV4 CV (2WD) ACA38R,16990,Toyota,RAV4,CV (2WD),ACA38R,2012,171396,Wagon,Automatic,Unleaded Petrol, Used,2362,Red,5
12826158,2019 Toyota RAV4 Edge AWD Axaa54R,22000,Toyota,RAV4,Edge AWD,Axaa54R,2019,32000,Wagon,Automatic,Unleaded Petrol, Used,2487,Black,5
12826276,2016 Toyota RAV4 GX (4X4) ASA44R MY16,29700,Toyota,RAV4,GX (4X4),ASA44R MY16,2016,131600,Wagon,Automatic,Unleaded Petrol, Used,2494,Silver,5
12826306,2019 Toyota RAV4 Edge AWD Axaa54R,47990,Toyota,RAV4,Edge AWD,Axaa54R,2019,86887,Wagon,Automatic,Unleaded Petrol, Used,2487,Black,5
12826590,2022 Toyota RAV4 Cruiser (2WD) Mxaa52R,58500,Toyota,RAV4,Cruiser (2WD),Mxaa52R,2022,4830,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12827121,2020 Toyota RAV4 GXL (2WD) Mxaa52R,45988,Toyota,RAV4,GXL (2WD),Mxaa52R,2020,11428,Wagon,Automatic,Unleaded Petrol, Used,1987,Red,5
12827158,2022 Toyota RAV4 Edge (awd) Hybrid Axah54R,69990,Toyota,RAV4,Edge (awd) Hybrid,Axah54R,2022,7330,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Grey,5
12827194,2015 Toyota RAV4 GX (2WD) ZSA42R MY16,27900,Toyota,RAV4,GX (2WD),ZSA42R MY16,2015,73000,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12827430,2018 Toyota RAV4 GX (4X4) ASA44R MY18,32910,Toyota,RAV4,GX (4X4),ASA44R MY18,2018,67718,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12827643,2013 Toyota RAV4 GX (4X4) ASA44R,16999,Toyota,RAV4,GX (4X4),ASA44R,2013,224263,Wagon,Automatic,Unleaded Petrol, Used,2494,Grey,5
12827873,2014 Toyota RAV4 Cruiser (4X4) ASA44R,14000,Toyota,RAV4,Cruiser (4X4),ASA44R,2014,134250,Wagon,Automatic,Unleaded Petrol, Used,2494,Green,5
12828713,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,56999,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,42978,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Blue,5
12828714,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,58888,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,25538,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Red,5
12828715,2022 Toyota RAV4 XSE (2WD) Hybrid Axah52R,63777,Toyota,RAV4,XSE (2WD) Hybrid,Axah52R,2022,9702,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12828836,2022 Toyota RAV4 Edge (awd) Hybrid Axah54R,69990,Toyota,RAV4,Edge (awd) Hybrid,Axah54R,2022,8550,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Black,5
12829115,2000 Toyota RAV4 Edge (4X4) ACA21R,6880,Toyota,RAV4,Edge (4X4),ACA21R,2000,272781,Wagon,Manual,Unleaded Petrol, Used,1998,Silver,5
12829202,2007 Toyota RAV4 CV (4X4) ACA33R,8995,Toyota,RAV4,CV (4X4),ACA33R,2007,241385,Wagon,Automatic,Unleaded Petrol, Used,2362,Silver,5
12829331,2020 Toyota RAV4 Edge (awd) Axaa54R,53777,Toyota,RAV4,Edge (awd),Axaa54R,2020,39754,Wagon,Automatic,Unleaded Petrol, Used,2487,Black,5
12829498,2022 Toyota RAV4 GX (2WD) Mxaa52R,43990,Toyota,RAV4,GX (2WD),Mxaa52R,2022,7549,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12829604,2017 Toyota RAV4 GX (2WD) ZSA42R MY17,25913,Toyota,RAV4,GX (2WD),ZSA42R MY17,2017,95909,Wagon,Automatic,Unleaded Petrol, Used,1987,Silver,5
12830534,2019 Toyota RAV4 GX (2WD) Mxaa52R,40490,Toyota,RAV4,GX (2WD),Mxaa52R,2019,41837,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12830539,2019 Toyota RAV4 GX (2WD) Mxaa52R,37990,Toyota,RAV4,GX (2WD),Mxaa52R,2019,65604,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12830899,2015 Toyota RAV4 GX (2WD) ZSA42R MY14 Upgrade,21910,Toyota,RAV4,GX (2WD),ZSA42R MY14 Upgrade,2015,155201,Wagon,Automatic,Unleaded Petrol, Used,1987,Red,5
12831078,2013 Toyota RAV4 GX (2WD) ZSA42R,22999,Toyota,RAV4,GX (2WD),ZSA42R,2013,101166,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12831597,2014 Toyota RAV4 Cruiser (4X4) ASA44R MY14 Upgrade,27990,Toyota,RAV4,Cruiser (4X4),ASA44R MY14 Upgrade,2014,140078,Wagon,Automatic,Unleaded Petrol, Used,2494,Red,5
12831681,2016 Toyota RAV4 GX (4X4) ALA49R MY16,26990,Toyota,RAV4,GX (4X4),ALA49R MY16,2016,136112,Wagon,Automatic,Diesel, Used,2231,White,5
12831759,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,32897,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,44938,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12832567,2012 Toyota RAV4 Cruiser (2WD) ACA38R,16990,Toyota,RAV4,Cruiser (2WD),ACA38R,2012,191101,Wagon,Automatic,Unleaded Petrol, Used,2362,White,5
12833372,2022 Toyota RAV4 GX (2WD) Mxaa52R,49990,Toyota,RAV4,GX (2WD),Mxaa52R,2022,1892,Wagon,Automatic,Unleaded Petrol, Used,1987,Red,5
12833716,2021 Toyota RAV4 GX (2WD) Hybrid Axah52R,50990,Toyota,RAV4,GX (2WD) Hybrid,Axah52R,2021,22665,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Blue,5
12833962,2022 Toyota RAV4 GXL (2WD) Mxaa52R,49990,Toyota,RAV4,GXL (2WD),Mxaa52R,2022,59,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12833967,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,30990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,53970,Wagon,Automatic,Unleaded Petrol, Used,1987,Red,5
12833970,2022 Toyota RAV4 GX (2WD) Hybrid Axah52R,55990,Toyota,RAV4,GX (2WD) Hybrid,Axah52R,2022,40,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Grey,5
12834054,2022 Toyota RAV4 GXL (2WD) Mxaa52R,48490,Toyota,RAV4,GXL (2WD),Mxaa52R,2022,20,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12834061,2021 Toyota RAV4 Cruiser (2WD) Mxaa52R,51990,Toyota,RAV4,Cruiser (2WD),Mxaa52R,2021,26047,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12834424,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,34888,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,71292,Wagon,Automatic,Unleaded Petrol, Used,1987,Red,5
12834743,2021 Toyota RAV4 Cruiser (awd) Hybrid Axah54R,64999,Toyota,RAV4,Cruiser (awd) Hybrid,Axah54R,2021,16944,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12834761,2021 Toyota RAV4 GXL (2WD) Mxaa52R,48990,Toyota,RAV4,GXL (2WD),Mxaa52R,2021,25331,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12835007,2016 Toyota RAV4 GX (4X4) ASA44R MY16,24888,Toyota,RAV4,GX (4X4),ASA44R MY16,2016,135807,Wagon,Automatic,Unleaded Petrol, Used,2494,White,5
12835048,2021 Toyota RAV4 Cruiser (awd) Hybrid Axah54R,65990,Toyota,RAV4,Cruiser (awd) Hybrid,Axah54R,2021,10934,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Blue,5
12835382,2018 Toyota RAV4 GX (4X4) ALA49R MY18,35990,Toyota,RAV4,GX (4X4),ALA49R MY18,2018,54335,Wagon,Automatic,Diesel, Used,2231,White,5
12835383,2016 Toyota RAV4 GX (4X4) ASA44R MY16,34990,Toyota,RAV4,GX (4X4),ASA44R MY16,2016,56089,Wagon,Automatic,Unleaded Petrol, Used,2494,Black,5
12835779,2021 Toyota RAV4 XSE (awd) Hybrid Axah54R,64990,Toyota,RAV4,XSE (awd) Hybrid,Axah54R,2021,11600,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Silver,5
12835827,2020 Toyota RAV4 GXL AWD Hybrid Axah54R,52990,Toyota,RAV4,GXL AWD Hybrid,Axah54R,2020,69011,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Black,5
12836018,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,57990,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,18483,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12836956,2020 Toyota RAV4 Cruiser AWD Hybrid Axah54R,64888,Toyota,RAV4,Cruiser AWD Hybrid,Axah54R,2020,34738,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12837075,2020 Toyota RAV4 GX 2WD Hybrid Axah52R,51990,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2020,40571,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Silver,5
12837248,2022 Toyota RAV4 GXL (2WD) Mxaa52R,49888,Toyota,RAV4,GXL (2WD),Mxaa52R,2022,21,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12837250,2017 Toyota RAV4 GXL (2WD) ZSA42R MY17,34990,Toyota,RAV4,GXL (2WD),ZSA42R MY17,2017,78590,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12837297,2017 Toyota RAV4 GX (4X4) ALA49R MY17,33990,Toyota,RAV4,GX (4X4),ALA49R MY17,2017,60348,Wagon,Automatic,Diesel, Used,2231,White,5
12837307,2016 Toyota RAV4 GX (2WD) ZSA42R MY16,25990,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,119415,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12837367,2018 Toyota RAV4 GXL (4X4) ASA44R MY18,39990,Toyota,RAV4,GXL (4X4),ASA44R MY18,2018,43446,Wagon,Automatic,Unleaded Petrol, Used,2494,Red,5
12837908,2017 Toyota RAV4 GX (2WD) ZSA42R MY17,27950,Toyota,RAV4,GX (2WD),ZSA42R MY17,2017,116438,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12837932,2016 Toyota RAV4 GX (2WD) ZSA42R MY16,26800,Toyota,RAV4,GX (2WD),ZSA42R MY16,2016,96142,Wagon,Automatic,Unleaded Petrol, Used,1987,Red,5
12838408,2017 Toyota RAV4 GX (2WD) ZSA42R MY18,27930,Toyota,RAV4,GX (2WD),ZSA42R MY18,2017,66083,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12838454,2020 Toyota RAV4 Cruiser 2WD Hybrid Axah52R,56990,Toyota,RAV4,Cruiser 2WD Hybrid,Axah52R,2020,17921,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12838625,2012 Toyota RAV4 Cruiser (2WD) ACA38R,13800,Toyota,RAV4,Cruiser (2WD),ACA38R,2012,200000,Wagon,Automatic,Unleaded Petrol, Used,2362,Black,5
12838771,2021 Toyota RAV4 Cruiser (2WD) Mxaa52R,52990,Toyota,RAV4,Cruiser (2WD),Mxaa52R,2021,14462,Wagon,Automatic,Unleaded Petrol, Used,1987,Red,5
12838830,2021 Toyota RAV4 GXL (2WD) Mxaa52R,44990,Toyota,RAV4,GXL (2WD),Mxaa52R,2021,47442,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12838838,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,26990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,135741,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12839295,2020 Toyota RAV4 GXL (2WD) Mxaa52R,44990,Toyota,RAV4,GXL (2WD),Mxaa52R,2020,29672,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12839527,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,29990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,87708,Wagon,Automatic,Unleaded Petrol, Used,1987,Silver,5
12839577,2007 Toyota RAV4 Cruiser (4X4) ACA33R,11800,Toyota,RAV4,Cruiser (4X4),ACA33R,2007,256000,Wagon,Automatic,Unleaded Petrol, Used,2362,Red,5
12840756,2020 Toyota RAV4 GX 2WD Hybrid Axah52R,46500,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2020,64000,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Graphite,5
12840964,2002 Toyota RAV4 Cruiser (4X4) ACA20R,9880,Toyota,RAV4,Cruiser (4X4),ACA20R,2002,224737,Wagon,Automatic,Unleaded Petrol, Used,1998,Silver,4
12841622,2019 Toyota RAV4 GX 2WD Hybrid Axah52R,48980,Toyota,RAV4,GX 2WD Hybrid,Axah52R,2019,61086,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Silver,5
12841762,2018 Toyota RAV4 GX (4X4) ALA49R MY18,34990,Toyota,RAV4,GX (4X4),ALA49R MY18,2018,115404,Wagon,Automatic,Diesel, Used,2231,White,5
12842092,2016 Toyota RAV4 GXL (2WD) ZSA42R MY16,29990,Toyota,RAV4,GXL (2WD),ZSA42R MY16,2016,100541,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12842399,2022 Toyota RAV4 GXL (2WD) Hybrid Axah52R,59990,Toyota,RAV4,GXL (2WD) Hybrid,Axah52R,2022,19,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12843092,2017 Toyota RAV4 GX (2WD) ZSA42R MY17,28966,Toyota,RAV4,GX (2WD),ZSA42R MY17,2017,85503,Wagon,Automatic,Unleaded Petrol, Used,1987,Beige,5
12843357,2019 Toyota RAV4 Edge AWD Axaa54R,47990,Toyota,RAV4,Edge AWD,Axaa54R,2019,42008,Wagon,Automatic,Unleaded Petrol, Used,2487,Green,5
12843771,2021 Toyota RAV4 Cruiser (2WD) Hybrid Axah52R,59980,Toyota,RAV4,Cruiser (2WD) Hybrid,Axah52R,2021,29585,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,White,5
12843888,2019 Toyota RAV4 GX 2WD (nav) Mxaa52R,39888,Toyota,RAV4,GX 2WD (nav),Mxaa52R,2019,48897,Wagon,Automatic,Unleaded Petrol, Used,1987,Grey,5
12844111,2021 Toyota RAV4 GX (2WD) Hybrid Axah52R,48990,Toyota,RAV4,GX (2WD) Hybrid,Axah52R,2021,55913,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Blue,5
12844118,2019 Toyota RAV4 Edge AWD Axaa54R,51900,Toyota,RAV4,Edge AWD,Axaa54R,2019,46648,Wagon,Automatic,Unleaded Petrol, Used,2487,Black,5
12844798,2020 Toyota RAV4 Cruiser (2WD) Mxaa52R,52850,Toyota,RAV4,Cruiser (2WD),Mxaa52R,2020,37000,Wagon,Automatic,Unleaded Petrol, Used,1987,Silver,5
